,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
29411,card 2400,2023-06-19,1900-01-01 14:26:54,3927.0,Online,587.38,USA,CNP,No,No,acquirer 630,merchant 38,6513.0,Yes
59689,card 2400,2023-06-19,1900-01-01 12:02:18,347.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 174,4121.0,No
50990,card 2407,2023-05-05,1900-01-01 07:58:27,342.0,Online,11.34,USA,CNP,No,No,acquirer 1,merchant 348,5311.0,No
69101,card 2407,2023-05-23,1900-01-01 21:29:34,1057.0,Online,141.0,USA,CNP,No,No,acquirer 18,merchant 2145,9311.0,No
1536,card 2407,2023-08-13,1900-01-01 21:09:09,1737.0,Magnetic Stripe,109.05,USA,CP,No,No,acquirer 55,merchant 1,5812.0,Yes
70527,card 2430,2023-01-01,1900-01-01 09:29:46,62.0,Unknown,26.9,USA,CNP,No,No,acquirer 812,merchant 10,4900.0,No
77509,card 2430,2023-01-04,1900-01-01 08:36:02,462.0,Postal,100.27,USA,CNP,No,No,acquirer 12,merchant 101,8299.0,No
79934,card 2430,2023-01-04,1900-01-01 06:23:33,172.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
20325,card 2430,2023-01-05,1900-01-01 16:45:33,717.0,Chip,33.39,USA,CP,Yes,No,acquirer 55,merchant 1,5812.0,No
34957,card 2430,2023-01-05,1900-01-01 16:10:00,1272.0,Paypass - Contactless,62.66,USA,CP,Yes,No,acquirer 55,merchant 1,5812.0,No
93971,card 2430,2023-01-06,1900-01-01 15:17:21,1297.0,Unknown,840.0,USA,CNP,No,No,acquirer 6,merchant 971,8042.0,No
52216,card 2430,2023-01-07,1900-01-01 17:46:11,707.0,Subscription,9.99,USA,CNP,No,No,acquirer 2,merchant 697,5533.0,No
52142,card 2430,2023-01-13,1900-01-01 19:16:35,192.0,Unknown,0.0,USA,CNP,No,No,acquirer 79,merchant 1,5812.0,No
31475,card 2430,2023-01-15,1900-01-01 18:49:03,47.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
84683,card 2430,2023-01-18,1900-01-01 20:09:15,407.0,Postal,25.0,USA,CNP,No,No,acquirer 12,merchant 101,8299.0,No
88115,card 2430,2023-01-18,1900-01-01 05:17:29,67.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
83717,card 2430,2023-01-19,1900-01-01 03:43:32,687.0,Subscription,15.49,USA,CNP,No,No,acquirer 2,merchant 60,4899.0,No
29817,card 2430,2023-01-21,1900-01-01 06:26:13,3637.0,Subscription,100.0,USA,CNP,No,No,acquirer 22,merchant 176,5045.0,No
81817,card 2430,2023-01-22,1900-01-01 20:08:48,4247.0,Online,1.0,USA,CNP,No,No,acquirer 2,merchant 156,4722.0,No
56281,card 2430,2023-01-23,1900-01-01 23:52:00,4677.0,Online,64.74,GBR,CNP,No,Yes,acquirer 11,merchant 472,4215.0,Yes
58713,card 2430,2023-01-23,1900-01-01 11:13:29,4477.0,Online,286.86,USA,CNP,No,No,acquirer 1,merchant 156,4722.0,No
5297,card 2430,2023-01-24,1900-01-01 05:47:24,4607.0,Online,1.25,USA,CNP,No,No,acquirer 2,merchant 40,5734.0,No
63769,card 2430,2023-01-24,1900-01-01 12:35:00,4647.0,Online,69.6,GBR,CNP,No,Yes,acquirer 11,merchant 472,4215.0,Yes
28643,card 2430,2023-01-31,1900-01-01 15:23:50,4682.0,Online,1000.0,USA,CNP,No,No,acquirer 212,merchant 840,6051.0,Yes
55670,card 2565,2023-08-21,1900-01-01 17:14:30,1517.0,Online,132.0,USA,CNP,No,No,acquirer 2,merchant 830,4112.0,No
75624,card 2565,2023-08-22,1900-01-01 12:27:55,3242.0,Paypass - Contactless,53.44,USA,CP,Yes,No,acquirer 557,merchant 872,5941.0,No
23777,card 2565,2023-08-23,1900-01-01 10:28:38,1917.0,Paypass - Contactless,1.0,USA,CP,Yes,No,acquirer 6,merchant 302,4111.0,No
31022,card 2565,2023-08-23,1900-01-01 03:13:59,3447.0,Magnetic Stripe,142.16,USA,CP,No,No,acquirer 18,merchant 613,7011.0,No
35774,card 2565,2023-08-24,1900-01-01 00:04:21,3002.0,Chip,9.0,USA,CP,Yes,No,acquirer 26,merchant 13,5813.0,No
64818,card 2565,2023-08-24,1900-01-01 20:25:06,3167.0,Chip,54.44,USA,CP,Yes,No,acquirer 164,merchant 1,5812.0,No
69444,card 2565,2023-08-24,1900-01-01 14:57:11,3047.0,Paypass - Contactless,15.0,USA,CP,Yes,No,acquirer 49,merchant 456,5814.0,No
62695,card 2565,2023-08-25,1900-01-01 14:34:05,2402.0,Paypass - Contactless,18.14,USA,CP,Yes,No,acquirer 81,merchant 1,5812.0,No
11448,card 2565,2023-08-26,1900-01-01 11:43:03,2017.0,PayPass - Wallet,33.05,USA,CP,Yes,No,acquirer 4,merchant 64,5921.0,No
26694,card 2565,2023-08-29,1900-01-01 18:43:46,1987.0,PayPass - Wallet,15.37,USA,CP,Yes,No,acquirer 48,merchant 45,5411.0,No
84689,card 2565,2023-08-29,1900-01-01 18:22:00,1397.0,Tap-to-Pay,1.0,USA,CP,No,No,acquirer 263,merchant 372,5541.0,No
24769,card 2565,2023-08-31,1900-01-01 14:12:57,2702.0,Magnetic Stripe,16.0,USA,CP,No,No,acquirer 36,merchant 34,7523.0,No
5810,card 2565,2023-09-01,1900-01-01 13:42:10,2157.0,Chip,10.0,USA,CP,Yes,No,acquirer 45,merchant 355,7933.0,No
8956,card 2565,2023-09-09,1900-01-01 22:37:30,792.0,Chip,12.04,USA,CP,Yes,No,acquirer 6,merchant 34,7523.0,No
27421,card 2565,2023-09-15,1900-01-01 16:44:05,622.0,PayPass - Wallet,36.04,USA,CP,Yes,No,acquirer 4,merchant 64,5921.0,No
93475,card 2565,2023-09-24,1900-01-01 12:45:37,1697.0,Magnetic Stripe,14.0,USA,CP,No,No,acquirer 36,merchant 34,7523.0,No
40634,card 2565,2023-09-27,1900-01-01 15:45:12,792.0,Magnetic Stripe,1.0,USA,CP,No,No,acquirer 33,merchant 13,5813.0,No
70637,card 2565,2023-09-29,1900-01-01 09:40:57,1247.0,PayPass - Wallet,37.23,USA,CP,Yes,No,acquirer 21,merchant 95,5399.0,No
58121,card 2565,2023-10-04,1900-01-01 16:43:20,677.0,Subscription,1.0,USA,CNP,No,No,acquirer 6,merchant 70,5968.0,No
17773,card 2565,2023-10-07,1900-01-01 00:52:12,2427.0,Chip,51.36,USA,CP,Yes,No,acquirer 33,merchant 1,5812.0,Yes
13307,card 2565,2023-10-08,1900-01-01 15:42:25,612.0,PayPass - Wallet,30.0,USA,CP,Yes,No,acquirer 1,merchant 1233,5655.0,No
16646,card 2570,2023-07-06,1900-01-01 10:48:30,1127.0,Postal,80.0,USA,CNP,No,No,acquirer 799,merchant 30,8099.0,No
61410,card 2570,2023-08-03,1900-01-01 18:39:23,1842.0,Chip,71.0,USA,CP,Yes,No,acquirer 198,merchant 55,7230.0,No
2185,card 2570,2023-08-09,1900-01-01 14:46:24,2792.0,Chip,117.98,USA,CP,No,No,acquirer 45,merchant 816,5661.0,Yes
95338,card 2588,2023-02-08,1900-01-01 17:40:37,3402.0,Online,107.45,IRL,CNP,No,Yes,acquirer 10,merchant 803,8398.0,No
39375,card 2588,2023-03-23,1900-01-01 17:07:08,247.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
75675,card 2588,2023-04-09,1900-01-01 22:13:07,147.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,No
71726,card 2588,2023-04-18,1900-01-01 10:22:25,762.0,Magnetic Stripe,33.0,USA,CP,No,No,acquirer 79,merchant 87,7542.0,No
64429,card 2588,2023-04-20,1900-01-01 14:30:21,297.0,Online,0.0,USA,CNP,No,No,acquirer 97,merchant 114,4829.0,No
44896,card 2588,2023-04-26,1900-01-01 09:30:25,1932.0,Online,104.99,USA,CNP,No,No,acquirer 45,merchant 362,4829.0,No
51785,card 2588,2023-04-30,1900-01-01 19:38:24,3952.0,Online,1.25,USA,CNP,No,No,acquirer 308,merchant 141,5967.0,Yes
27820,card 2588,2023-05-02,1900-01-01 00:27:52,3017.0,Online,300.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,Yes
59141,card 2588,2023-05-07,1900-01-01 20:10:09,4177.0,Subscription,39.95,USA,CNP,No,No,acquirer 308,merchant 141,5967.0,Yes
48962,card 2588,2023-05-11,1900-01-01 18:50:31,1202.0,Chip,378.52,USA,CP,Yes,No,acquirer 49,merchant 8,7011.0,No
69298,card 2588,2023-05-12,1900-01-01 16:09:07,3942.0,Online,50.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,Yes
88653,card 2588,2023-05-12,1900-01-01 15:37:50,3877.0,Online,50.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,Yes
20132,card 262,2023-04-12,1900-01-01 05:06:35,2137.0,Online,55.0,LBN,CNP,No,Yes,acquirer 106,merchant 62,7399.0,Yes
2594,card 2642,2023-07-15,1900-01-01 17:55:00,3282.0,Paypass - Contactless,18.28,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,Yes
88393,card 2642,2023-07-15,1900-01-01 15:55:37,1602.0,Unknown,0.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
16759,card 2642,2023-07-16,1900-01-01 18:26:00,3952.0,Chip,22.48,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,Yes
67105,card 2642,2023-07-16,1900-01-01 00:12:44,3962.0,Online,28.8,USA,CNP,No,No,acquirer 6,merchant 317,4814.0,Yes
23304,card 2648,2023-01-08,1900-01-01 19:41:59,7.0,Online,85.1,USA,CNP,No,No,acquirer 6,merchant 548,5719.0,No
60495,card 2648,2023-01-12,1900-01-01 10:03:25,347.0,Paypass - Contactless,83.75,USA,CP,Yes,No,acquirer 79,merchant 1210,7298.0,No
6194,card 2648,2023-01-18,1900-01-01 11:45:46,182.0,Unknown,96.25,USA,CNP,No,No,acquirer 18,merchant 390,5912.0,No
75996,card 2648,2023-01-19,1900-01-01 07:48:22,317.0,Chip,52.13,USA,CP,Yes,No,acquirer 22,merchant 128,5947.0,No
73333,card 2648,2023-01-20,1900-01-01 05:48:28,4932.0,Online,419.99,ISL,CNP,No,Yes,acquirer 177,merchant 26,5816.0,Yes
239,card 27,2023-02-05,1900-01-01 17:34:08,2102.0,Subscription,13.99,USA,CNP,No,No,acquirer 95,merchant 111,5967.0,No
89277,card 27,2023-02-05,1900-01-01 16:23:31,227.0,Online,0.0,USA,CNP,No,No,acquirer 308,merchant 111,5967.0,No
51377,card 27,2023-02-08,1900-01-01 14:18:21,132.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 414,4814.0,No
80608,card 27,2023-02-08,1900-01-01 21:08:43,227.0,Online,0.0,USA,CNP,No,No,acquirer 120,merchant 32,5968.0,No
30640,card 27,2023-02-11,1900-01-01 10:56:40,557.0,Chip,10.5,USA,CP,Yes,No,acquirer 189,merchant 286,5912.0,No
43162,card 27,2023-02-13,1900-01-01 20:04:00,3242.0,Online,40.0,GBR,CNP,No,Yes,acquirer 309,merchant 650,4511.0,No
33815,card 27,2023-02-18,1900-01-01 11:38:59,1417.0,Online,82.18,USA,CNP,No,No,acquirer 6,merchant 23,4784.0,No
45975,card 27,2023-02-19,1900-01-01 20:23:05,2892.0,Online,812.99,USA,CNP,No,No,acquirer 97,merchant 362,4829.0,No
81496,card 27,2023-02-21,1900-01-01 12:42:32,1517.0,Online,50.0,USA,CNP,No,No,acquirer 13,merchant 90,8220.0,No
93809,card 27,2023-02-22,1900-01-01 07:59:14,1342.0,Online,10.0,USA,CNP,No,No,acquirer 120,merchant 265,7392.0,No
33816,card 27,2023-03-02,1900-01-01 09:28:10,1362.0,Online,16.0,USA,CNP,No,No,acquirer 6,merchant 23,4784.0,No
34481,card 27,2023-03-02,1900-01-01 09:55:10,887.0,Chip,50.0,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
19838,card 27,2023-03-04,1900-01-01 18:52:02,392.0,Online,0.0,USA,CNP,No,No,acquirer 97,merchant 114,4829.0,No
43976,card 27,2023-03-04,1900-01-01 13:12:40,1317.0,Online,81.92,USA,CNP,No,No,acquirer 6,merchant 23,4784.0,No
58245,card 27,2023-03-05,1900-01-01 17:33:10,1487.0,Chip,83.3,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
158,card 27,2023-03-07,1900-01-01 09:27:14,1392.0,Online,11.44,USA,CNP,No,No,acquirer 6,merchant 25,5462.0,No
52201,card 27,2023-03-07,1900-01-01 22:19:21,1737.0,Online,70.42,USA,CNP,No,No,acquirer 6,merchant 23,4784.0,No
90783,card 27,2023-03-09,1900-01-01 19:56:14,487.0,Online,0.0,USA,CNP,No,No,acquirer 155,merchant 5,5816.0,No
28230,card 27,2023-03-18,1900-01-01 18:19:26,2067.0,Online,43.93,USA,CNP,No,No,acquirer 21,merchant 92,5999.0,No
34866,card 27,2023-03-19,1900-01-01 16:39:09,1727.0,Magnetic Stripe,117.52,USA,CP,No,No,acquirer 18,merchant 1,5812.0,No
4159,card 27,2023-03-21,1900-01-01 05:19:53,257.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 29,8211.0,No
38741,card 27,2023-03-22,1900-01-01 07:19:10,2347.0,Online,28.4,USA,CNP,No,No,acquirer 120,merchant 317,4814.0,No
13441,card 27,2023-03-24,1900-01-01 19:38:16,927.0,Paypass - Contactless,10.89,USA,CP,Yes,No,acquirer 299,merchant 1,5812.0,No
20755,card 27,2023-03-24,,497.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
3483,card 27,2023-03-25,1900-01-01 17:56:06,1167.0,Paypass - Contactless,20.8,USA,CP,Yes,No,acquirer 236,merchant 198,5993.0,No
61241,card 27,2023-03-25,1900-01-01 21:44:52,4022.0,Online,28.4,USA,CNP,No,No,acquirer 120,merchant 317,4814.0,No
54447,card 27,2023-03-31,1900-01-01 16:24:53,1642.0,Online,35.0,USA,CNP,No,No,acquirer 6,merchant 216,3000.0,No
52240,card 27,2023-04-04,1900-01-01 14:08:44,2222.0,Online,293.06,USA,CNP,No,No,acquirer 49,merchant 794,6300.0,No
74589,card 27,2023-04-08,1900-01-01 12:35:19,1272.0,Chip,28.67,USA,CP,Yes,No,acquirer 101,merchant 11,5411.0,No
35955,card 27,2023-04-10,1900-01-01 17:37:04,672.0,Chip,10.0,USA,CP,Yes,No,acquirer 127,merchant 396,5943.0,No
41614,card 27,2023-04-13,1900-01-01 23:06:21,2217.0,Online,218.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
88320,card 27,2023-04-13,1900-01-01 02:50:59,3382.0,Online,47.15,USA,CNP,No,No,acquirer 1,merchant 4,5814.0,No
7873,card 27,2023-04-15,1900-01-01 18:16:50,1047.0,Paypass - Contactless,12.0,USA,CP,Yes,No,acquirer 6,merchant 34,7523.0,No
32993,card 27,2023-04-15,1900-01-01 22:14:56,1277.0,Paypass - Contactless,18.51,USA,CP,Yes,No,acquirer 254,merchant 1,5812.0,No
73685,card 27,2023-04-15,1900-01-01 22:53:49,1127.0,Paypass - Contactless,13.52,USA,CP,Yes,No,acquirer 236,merchant 198,5993.0,No
54078,card 27,2023-04-16,1900-01-01 10:59:00,972.0,Chip,1.0,USA,CP,Yes,No,acquirer 72,merchant 75,5541.0,No
78890,card 27,2023-04-17,1900-01-01 18:20:32,1262.0,Paypass - Contactless,40.53,USA,CP,Yes,No,acquirer 255,merchant 1,5812.0,No
47633,card 27,2023-04-24,1900-01-01 03:52:45,157.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 472,4215.0,No
84755,card 27,2023-04-25,1900-01-01 19:56:39,1112.0,Magnetic Stripe,5.0,USA,CP,No,No,acquirer 13,merchant 34,7523.0,No
14272,card 27,2023-04-28,1900-01-01 08:22:58,172.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 293,4812.0,No
15228,card 27,2023-04-28,1900-01-01 08:26:48,4402.0,Online,394.51,USA,CNP,No,No,acquirer 6,merchant 293,4812.0,No
58434,card 27,2023-04-28,1900-01-01 08:32:17,2182.0,Online,2.95,USA,CNP,No,No,acquirer 207,merchant 397,7375.0,No
54571,card 27,2023-04-29,1900-01-01 16:48:00,707.0,Paypass - Contactless,5.0,USA,CP,Yes,No,acquirer 18,merchant 34,7523.0,No
99316,card 27,2023-04-29,1900-01-01 23:19:15,2932.0,Online,52.22,USA,CNP,No,No,acquirer 65,merchant 134,5999.0,No
243,card 27,2023-05-02,1900-01-01 13:09:48,757.0,Online,0.0,USA,CNP,No,No,acquirer 97,merchant 114,4829.0,No
55706,card 27,2023-05-02,1900-01-01 15:40:46,942.0,Paypass - Contactless,13.07,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
78315,card 27,2023-05-02,1900-01-01 15:24:56,3917.0,Online,28.99,GBR,CNP,No,Yes,acquirer 324,merchant 22,7372.0,No
66708,card 27,2023-05-03,1900-01-01 20:49:24,1592.0,Paypass - Contactless,303.95,USA,CP,Yes,No,acquirer 18,merchant 1,5812.0,No
54473,card 27,2023-05-04,1900-01-01 08:16:00,877.0,Chip,19.78,USA,CP,Yes,No,acquirer 33,merchant 46,5814.0,No
46210,card 27,2023-05-05,1900-01-01 19:05:00,877.0,Chip,1.0,USA,CP,Yes,No,acquirer 24,merchant 511,5541.0,No
816,card 27,2023-05-07,1900-01-01 15:42:05,1082.0,Chip,16.83,USA,CP,Yes,No,acquirer 28,merchant 274,5814.0,No
3668,card 27,2023-05-07,1900-01-01 21:32:17,942.0,Paypass - Contactless,29.12,USA,CP,Yes,No,acquirer 236,merchant 198,5993.0,No
26,card 27,2023-05-08,1900-01-01 09:24:00,1052.0,Chip,1.0,USA,CP,Yes,No,acquirer 17,merchant 15,5541.0,No
62085,card 27,2023-05-08,1900-01-01 12:28:33,1672.0,Online,300.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
21005,card 27,2023-05-10,1900-01-01 02:12:12,1747.0,Subscription,5.43,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
48399,card 27,2023-05-14,1900-01-01 22:24:44,1332.0,Chip,16.55,USA,CP,Yes,No,acquirer 28,merchant 84,5814.0,No
48828,card 27,2023-05-14,1900-01-01 00:18:00,1012.0,Chip,1.0,USA,CP,Yes,No,acquirer 72,merchant 75,5541.0,No
11647,card 27,2023-05-18,1900-01-01 07:38:58,2912.0,Online,5.0,USA,CNP,No,No,acquirer 6,merchant 1165,4816.0,No
79240,card 27,2023-05-18,1900-01-01 12:24:35,1172.0,Paypass - Contactless,98.8,USA,CP,Yes,No,acquirer 159,merchant 198,5993.0,No
42137,card 27,2023-05-19,1900-01-01 23:35:55,982.0,Chip,79.9,USA,CP,Yes,No,acquirer 1,merchant 537,5691.0,No
5291,card 27,2023-05-20,1900-01-01 19:17:19,2647.0,Unknown,477.47,USA,CNP,No,No,acquirer 33,merchant 8,7011.0,No
79287,card 27,2023-05-20,1900-01-01 21:36:03,1147.0,Chip,126.0,USA,CP,Yes,No,acquirer 142,merchant 1,5812.0,No
30265,card 27,2023-05-23,1900-01-01 22:52:47,812.0,Chip,38.65,USA,CP,Yes,No,acquirer 13,merchant 1,5812.0,No
27546,card 27,2023-05-24,1900-01-01 10:33:13,2242.0,Unknown,179.7,DOM,CNP,No,Yes,acquirer 484,merchant 691,7011.0,Yes
6632,card 2745,2023-01-07,1900-01-01 14:39:00,677.0,Paypass - Contactless,17.55,GBR,CP,Yes,Yes,acquirer 51,merchant 129,5411.0,No
77902,card 2745,2023-01-11,1900-01-01 16:21:21,277.0,Paypass - Contactless,3.05,GBR,CP,Yes,Yes,acquirer 98,merchant 34,7523.0,No
28879,card 2745,2023-01-18,,447.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
41782,card 2745,2023-01-19,1900-01-01 17:48:17,387.0,Chip,11.19,GBR,CP,Yes,Yes,acquirer 108,merchant 826,7395.0,No
52500,card 2745,2023-01-22,1900-01-01 16:22:22,367.0,Paypass - Contactless,19.16,GBR,CP,Yes,Yes,acquirer 14,merchant 13,5813.0,No
29731,card 2745,2023-01-27,1900-01-01 21:01:00,422.0,Paypass - Contactless,14.84,GBR,CP,Yes,Yes,acquirer 51,merchant 1209,3665.0,No
74681,card 2745,2023-01-28,1900-01-01 06:50:00,442.0,Paypass - Contactless,17.08,GBR,CP,Yes,Yes,acquirer 571,merchant 767,5994.0,No
76763,card 2745,2023-01-30,1900-01-01 20:19:47,4062.0,Online,62.14,FRA,CNP,No,Yes,acquirer 174,merchant 1,5812.0,Yes
79330,card 2885,2023-01-05,1900-01-01 01:55:27,1777.0,Online,10.0,USA,CNP,No,No,acquirer 18,merchant 291,5814.0,No
52755,card 2885,2023-01-13,1900-01-01 22:16:50,1782.0,Online,20.0,USA,CNP,No,No,acquirer 18,merchant 291,5814.0,No
68569,card 2885,2023-01-13,1900-01-01 17:55:55,1462.0,Online,26.98,USA,CNP,No,No,acquirer 65,merchant 127,5942.0,No
45196,card 2885,2023-01-16,1900-01-01 12:41:00,1332.0,PayPass - Wallet,165.34,USA,CP,Yes,No,acquirer 41,merchant 375,5411.0,No
10771,card 2885,2023-01-17,1900-01-01 04:11:00,527.0,Subscription,19.99,USA,CNP,No,No,acquirer 189,merchant 87,7542.0,No
98808,card 2885,2023-01-20,1900-01-01 09:44:00,562.0,PayPass - Wallet,1.0,USA,CP,Yes,No,acquirer 24,merchant 596,5541.0,No
29290,card 2885,2023-02-01,1900-01-01 15:26:05,1517.0,Online,45.96,USA,CNP,No,No,acquirer 65,merchant 127,5942.0,Yes
95947,card 2885,2023-02-01,1900-01-01 02:29:10,882.0,Online,0.0,USA,CNP,No,No,acquirer 407,merchant 670,5200.0,No
11592,card 2885,2023-02-02,1900-01-01 07:10:47,1172.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 1163,5045.0,No
36975,card 2885,2023-02-02,1900-01-01 04:26:53,1842.0,Magnetic Stripe,51.0,USA,CP,No,No,acquirer 28,merchant 56,8011.0,No
10824,card 2994,2023-01-15,1900-01-01 20:11:51,97.0,Unknown,0.0,USA,CNP,No,No,acquirer 6,merchant 293,4812.0,No
7871,card 2994,2023-01-31,1900-01-01 16:16:44,482.0,Online,1.09,IRL,CNP,No,Yes,acquirer 82,merchant 97,4789.0,No
25374,card 2994,2023-01-31,1900-01-01 16:17:40,2322.0,Online,1.09,NLD,CNP,No,Yes,acquirer 82,merchant 304,5817.0,No
45892,card 2994,2023-01-31,1900-01-01 16:17:37,272.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 307,5571.0,No
85371,card 2994,2023-01-31,1900-01-01 16:16:41,762.0,Subscription,0.0,IRL,CNP,No,Yes,acquirer 82,merchant 97,4789.0,No
93122,card 2994,2023-02-01,1900-01-01 07:26:58,3482.0,Online,21.74,NLD,CNP,No,Yes,acquirer 82,merchant 304,5817.0,Yes
13154,card 3025,2023-01-10,1900-01-01 19:54:01,587.0,Chip,168.99,USA,CP,Yes,No,acquirer 26,merchant 1,5812.0,Yes
14195,card 3025,2023-02-04,1900-01-01 01:56:22,1742.0,Magnetic Stripe,510.0,USA,CP,No,No,acquirer 6,merchant 974,3715.0,Yes
2748,card 3025,2023-02-06,1900-01-01 06:00:40,1462.0,Magnetic Stripe,160.0,USA,CP,No,No,acquirer 6,merchant 974,3715.0,Yes
38572,card 3181,2023-01-07,1900-01-01 12:52:57,852.0,Magnetic Stripe,28.22,USA,CP,No,No,acquirer 58,merchant 1,5812.0,No
50787,card 3181,2023-01-25,1900-01-01 21:34:32,492.0,Online,25.98,USA,CNP,No,No,acquirer 2,merchant 210,5812.0,No
41009,card 3181,2023-02-10,1900-01-01 14:13:32,227.0,Online,2.0,USA,CNP,No,No,acquirer 2,merchant 92,5999.0,No
61587,card 3181,2023-02-18,1900-01-01 07:21:07,2107.0,Online,154.95,USA,CNP,No,No,acquirer 2,merchant 316,5944.0,No
10625,card 3181,2023-04-07,1900-01-01 14:02:22,322.0,Paypass - Contactless,48.71,USA,CP,Yes,No,acquirer 38,merchant 25,5462.0,No
79378,card 3181,2023-04-11,1900-01-01 11:06:42,307.0,Chip,39.54,USA,CP,Yes,No,acquirer 421,merchant 11,5411.0,No
8736,card 3181,2023-05-04,1900-01-01 12:51:38,127.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7994.0,No
81985,card 3181,2023-06-12,1900-01-01 18:06:08,477.0,Online,87.0,USA,CNP,No,No,acquirer 2,merchant 9,5812.0,Yes
81320,card 3181,2023-07-02,1900-01-01 21:24:52,2682.0,Online,24.96,USA,CNP,No,No,acquirer 2,merchant 9,5812.0,Yes
20764,card 3217,2023-01-06,,372.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
59930,card 3217,2023-04-03,1900-01-01 20:14:13,4637.0,Online,66.87,FRA,CNP,No,Yes,acquirer 66,merchant 2067,6051.0,Yes
30805,card 3217,2023-04-05,1900-01-01 06:23:53,3922.0,Online,86.34,FRA,CNP,No,Yes,acquirer 174,merchant 610,5200.0,Yes
59578,card 3242,2023-05-05,1900-01-01 21:12:23,817.0,Magnetic Stripe,56.21,USA,CP,No,No,acquirer 6,merchant 1,5812.0,No
12875,card 3242,2023-12-04,1900-01-01 00:32:09,1837.0,Paypass - Contactless,20.63,BRA,CP,Yes,Yes,acquirer 139,merchant 46,5814.0,Yes
12382,card 3242,2023-12-05,1900-01-01 15:36:20,1672.0,Paypass - Contactless,21.93,BRA,CP,Yes,Yes,acquirer 423,merchant 11,5411.0,Yes
35569,card 3242,2023-12-05,1900-01-01 21:28:16,582.0,Chip,34.9,BRA,CP,Yes,Yes,acquirer 268,merchant 175,5811.0,No
3285,card 3242,2023-12-07,1900-01-01 16:14:25,422.0,Paypass - Contactless,38.88,BRA,CP,Yes,Yes,acquirer 423,merchant 550,5651.0,Yes
7348,card 3242,2023-12-07,1900-01-01 19:25:56,892.0,Paypass - Contactless,34.58,BRA,CP,Yes,Yes,acquirer 139,merchant 64,5921.0,Yes
11594,card 3242,2023-12-07,1900-01-01 16:48:38,1762.0,Paypass - Contactless,20.19,BRA,CP,Yes,Yes,acquirer 139,merchant 227,5311.0,Yes
5181,card 3242,2023-12-08,1900-01-01 20:36:55,547.0,Paypass - Contactless,36.78,BRA,CP,Yes,Yes,acquirer 423,merchant 227,5311.0,Yes
82293,card 3242,2023-12-08,1900-01-01 00:55:49,642.0,Paypass - Contactless,38.48,BRA,CP,Yes,Yes,acquirer 697,merchant 7,5499.0,No
11446,card 3320,2023-03-16,1900-01-01 20:55:04,227.0,Magnetic Stripe,0.0,USA,CP,No,No,acquirer 18,merchant 77,5310.0,No
17286,card 3320,2023-03-21,1900-01-01 01:50:23,367.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
58308,card 3320,2023-03-29,1900-01-01 07:15:25,1052.0,Phone,58.0,USA,CNP,No,No,acquirer 6,merchant 140,6300.0,No
9527,card 3320,2023-04-07,1900-01-01 13:44:01,1947.0,Online,50.0,USA,CNP,No,No,acquirer 550,merchant 234,8111.0,No
33524,card 3320,2023-04-27,1900-01-01 16:35:29,122.0,Online,0.0,USA,CNP,No,No,acquirer 127,merchant 669,4215.0,No
86167,card 3320,2023-07-10,1900-01-01 14:52:00,757.0,Chip,4.96,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
