,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
7163,card 7446,1,1.0,0.0,0.0
7162,card 7445,2,2.0,0.0,0.0
7161,card 7444,1,1.0,0.0,0.0
7160,card 7443,1,1.0,0.0,0.0
7159,card 7442,2,2.0,0.0,0.0
7158,card 7441,1,1.0,0.0,0.0
7157,card 7440,1,1.0,0.0,0.0
7156,card 744,44,44.0,0.0,0.0
7246,card 7520,1,1.0,0.0,0.0
7247,card 7521,1,1.0,0.0,0.0
7248,card 7522,1,1.0,0.0,0.0
7249,card 7523,1,1.0,0.0,0.0
7336,card 7601,1,1.0,0.0,0.0
7335,card 7600,1,1.0,0.0,0.0
7334,card 760,132,132.0,0.0,0.0
7333,card 76,5,5.0,0.0,0.0
7332,card 7599,2,2.0,0.0,0.0
7331,card 7598,1,1.0,0.0,0.0
7330,card 7597,1,1.0,0.0,0.0
7329,card 7596,1,1.0,0.0,0.0
7328,card 7595,1,1.0,0.0,0.0
7327,card 7594,3,3.0,0.0,0.0
7326,card 7593,2,2.0,0.0,0.0
7325,card 7592,1,1.0,0.0,0.0
7324,card 7591,1,1.0,0.0,0.0
7323,card 7590,1,1.0,0.0,0.0
7322,card 759,6,6.0,0.0,0.0
7321,card 7589,1,1.0,0.0,0.0
7320,card 7588,1,1.0,0.0,0.0
7319,card 7587,1,1.0,0.0,0.0
7318,card 7586,1,1.0,0.0,0.0
7317,card 7585,1,1.0,0.0,0.0
7316,card 7584,1,1.0,0.0,0.0
7315,card 7583,1,1.0,0.0,0.0
7314,card 7582,1,1.0,0.0,0.0
7313,card 7581,1,1.0,0.0,0.0
7312,card 7580,1,1.0,0.0,0.0
7311,card 758,8,8.0,0.0,0.0
7310,card 7579,1,1.0,0.0,0.0
7337,card 7602,1,1.0,0.0,0.0
7338,card 7603,1,1.0,0.0,0.0
7339,card 7604,1,1.0,0.0,0.0
7355,card 7619,1,1.0,0.0,0.0
7367,card 763,40,40.0,0.0,0.0
7366,card 7629,1,1.0,0.0,0.0
7365,card 7628,1,1.0,0.0,0.0
7364,card 7627,1,1.0,0.0,0.0
7363,card 7626,1,1.0,0.0,0.0
7362,card 7625,1,1.0,0.0,0.0
7361,card 7624,1,1.0,0.0,0.0
7360,card 7623,1,1.0,0.0,0.0
7359,card 7622,1,1.0,0.0,0.0
7358,card 7621,1,1.0,0.0,0.0
7357,card 7620,1,1.0,0.0,0.0
7356,card 762,20,20.0,0.0,0.0
7354,card 7618,1,1.0,0.0,0.0
7340,card 7605,3,3.0,0.0,0.0
7353,card 7617,1,1.0,0.0,0.0
7351,card 7615,1,1.0,0.0,0.0
7350,card 7614,1,1.0,0.0,0.0
7349,card 7613,1,1.0,0.0,0.0
7348,card 7612,1,1.0,0.0,0.0
7347,card 7611,2,2.0,0.0,0.0
7346,card 7610,1,1.0,0.0,0.0
7345,card 761,52,52.0,0.0,0.0
7344,card 7609,1,1.0,0.0,0.0
7343,card 7608,1,1.0,0.0,0.0
7342,card 7607,1,1.0,0.0,0.0
7341,card 7606,1,1.0,0.0,0.0
7309,card 7578,1,1.0,0.0,0.0
7308,card 7577,1,1.0,0.0,0.0
7307,card 7576,1,1.0,0.0,0.0
7263,card 7536,1,1.0,0.0,0.0
7275,card 7547,1,1.0,0.0,0.0
7274,card 7546,1,1.0,0.0,0.0
7273,card 7545,1,1.0,0.0,0.0
7272,card 7544,1,1.0,0.0,0.0
7271,card 7543,1,1.0,0.0,0.0
7270,card 7542,1,1.0,0.0,0.0
7269,card 7541,1,1.0,0.0,0.0
7268,card 7540,1,1.0,0.0,0.0
7267,card 754,83,83.0,0.0,0.0
7266,card 7539,2,2.0,0.0,0.0
7265,card 7538,1,1.0,0.0,0.0
7264,card 7537,1,1.0,0.0,0.0
7262,card 7535,1,1.0,0.0,0.0
7277,card 7549,1,1.0,0.0,0.0
7261,card 7534,1,1.0,0.0,0.0
7260,card 7533,1,1.0,0.0,0.0
7259,card 7532,1,1.0,0.0,0.0
7258,card 7531,1,1.0,0.0,0.0
7257,card 7530,1,1.0,0.0,0.0
7256,card 753,88,88.0,0.0,0.0
7255,card 7529,2,2.0,0.0,0.0
7254,card 7528,1,1.0,0.0,0.0
7253,card 7527,3,3.0,0.0,0.0
7252,card 7526,1,1.0,0.0,0.0
7251,card 7525,1,1.0,0.0,0.0
7250,card 7524,1,1.0,0.0,0.0
7276,card 7548,1,1.0,0.0,0.0
7278,card 755,40,40.0,0.0,0.0
7306,card 7575,1,1.0,0.0,0.0
7293,card 7563,1,1.0,0.0,0.0
7305,card 7574,1,1.0,0.0,0.0
7304,card 7573,1,1.0,0.0,0.0
7303,card 7572,1,1.0,0.0,0.0
7302,card 7571,1,1.0,0.0,0.0
7301,card 7570,2,2.0,0.0,0.0
7300,card 757,48,48.0,0.0,0.0
7299,card 7569,1,1.0,0.0,0.0
7298,card 7568,1,1.0,0.0,0.0
7297,card 7567,1,1.0,0.0,0.0
7296,card 7566,1,1.0,0.0,0.0
7295,card 7565,1,1.0,0.0,0.0
7294,card 7564,2,2.0,0.0,0.0
7292,card 7562,1,1.0,0.0,0.0
7279,card 7550,1,1.0,0.0,0.0
7291,card 7561,2,2.0,0.0,0.0
7290,card 7560,2,2.0,0.0,0.0
7289,card 756,22,22.0,0.0,0.0
7288,card 7559,1,1.0,0.0,0.0
7287,card 7558,2,2.0,0.0,0.0
7286,card 7557,1,1.0,0.0,0.0
7285,card 7556,1,1.0,0.0,0.0
7284,card 7555,1,1.0,0.0,0.0
7283,card 7554,1,1.0,0.0,0.0
7282,card 7553,1,1.0,0.0,0.0
7281,card 7552,1,1.0,0.0,0.0
7280,card 7551,1,1.0,0.0,0.0
7124,card 7410,2,2.0,0.0,0.0
7122,card 7409,1,1.0,0.0,0.0
6876,card 7188,2,2.0,0.0,0.0
6939,card 7244,1,1.0,0.0,0.0
6967,card 727,3,3.0,0.0,0.0
6966,card 7269,1,1.0,0.0,0.0
6965,card 7268,1,1.0,0.0,0.0
6964,card 7267,1,1.0,0.0,0.0
6963,card 7266,1,1.0,0.0,0.0
6962,card 7265,1,1.0,0.0,0.0
6961,card 7264,1,1.0,0.0,0.0
6960,card 7263,1,1.0,0.0,0.0
6959,card 7262,1,1.0,0.0,0.0
6958,card 7261,2,2.0,0.0,0.0
6957,card 7260,1,1.0,0.0,0.0
6956,card 726,4,4.0,0.0,0.0
6955,card 7259,1,1.0,0.0,0.0
6954,card 7258,1,1.0,0.0,0.0
6953,card 7257,1,1.0,0.0,0.0
6952,card 7256,1,1.0,0.0,0.0
6951,card 7255,1,1.0,0.0,0.0
6950,card 7254,1,1.0,0.0,0.0
6949,card 7253,2,2.0,0.0,0.0
6948,card 7252,1,1.0,0.0,0.0
6947,card 7251,1,1.0,0.0,0.0
6946,card 7250,1,1.0,0.0,0.0
6945,card 725,5,5.0,0.0,0.0
6944,card 7249,1,1.0,0.0,0.0
6943,card 7248,1,1.0,0.0,0.0
6942,card 7247,1,1.0,0.0,0.0
6941,card 7246,1,1.0,0.0,0.0
6968,card 7270,1,1.0,0.0,0.0
6969,card 7271,1,1.0,0.0,0.0
6970,card 7272,1,1.0,0.0,0.0
6985,card 7286,1,1.0,0.0,0.0
6997,card 7297,3,3.0,0.0,0.0
6996,card 7296,3,3.0,0.0,0.0
6995,card 7295,3,3.0,0.0,0.0
6994,card 7294,1,1.0,0.0,0.0
6993,card 7293,1,1.0,0.0,0.0
6992,card 7292,2,2.0,0.0,0.0
6991,card 7291,1,1.0,0.0,0.0
6990,card 7290,1,1.0,0.0,0.0
6989,card 729,3,3.0,0.0,0.0
6988,card 7289,1,1.0,0.0,0.0
6987,card 7288,1,1.0,0.0,0.0
6986,card 7287,1,1.0,0.0,0.0
6984,card 7285,1,1.0,0.0,0.0
6971,card 7273,1,1.0,0.0,0.0
6983,card 7284,1,1.0,0.0,0.0
6982,card 7283,1,1.0,0.0,0.0
6981,card 7282,1,1.0,0.0,0.0
6980,card 7281,2,2.0,0.0,0.0
6979,card 7280,1,1.0,0.0,0.0
6978,card 728,97,97.0,0.0,0.0
6977,card 7279,1,1.0,0.0,0.0
6976,card 7278,2,2.0,0.0,0.0
6975,card 7277,1,1.0,0.0,0.0
6974,card 7276,1,1.0,0.0,0.0
6973,card 7275,3,3.0,0.0,0.0
6972,card 7274,1,1.0,0.0,0.0
6940,card 7245,2,2.0,0.0,0.0
6938,card 7243,1,1.0,0.0,0.0
7121,card 7408,2,2.0,0.0,0.0
6937,card 7242,1,1.0,0.0,0.0
6904,card 7212,1,1.0,0.0,0.0
6903,card 7211,1,1.0,0.0,0.0
6902,card 7210,1,1.0,0.0,0.0
6901,card 721,10,10.0,0.0,0.0
6900,card 7209,2,2.0,0.0,0.0
6899,card 7208,2,2.0,0.0,0.0
6898,card 7207,1,1.0,0.0,0.0
6897,card 7206,2,2.0,0.0,0.0
6896,card 7205,1,1.0,0.0,0.0
6895,card 7204,3,3.0,0.0,0.0
6894,card 7203,1,1.0,0.0,0.0
6893,card 7202,1,1.0,0.0,0.0
6892,card 7201,1,1.0,0.0,0.0
6891,card 7200,1,1.0,0.0,0.0
6890,card 720,23,23.0,0.0,0.0
6889,card 72,139,139.0,0.0,0.0
6888,card 7199,2,2.0,0.0,0.0
6887,card 7198,1,1.0,0.0,0.0
6886,card 7197,1,1.0,0.0,0.0
6885,card 7196,1,1.0,0.0,0.0
6884,card 7195,2,2.0,0.0,0.0
6883,card 7194,2,2.0,0.0,0.0
6882,card 7193,3,3.0,0.0,0.0
6881,card 7192,1,1.0,0.0,0.0
6880,card 7191,2,2.0,0.0,0.0
6879,card 7190,2,2.0,0.0,0.0
6878,card 719,89,89.0,0.0,0.0
6905,card 7213,3,3.0,0.0,0.0
6906,card 7214,1,1.0,0.0,0.0
6907,card 7215,1,1.0,0.0,0.0
6924,card 7230,3,3.0,0.0,0.0
6936,card 7241,2,2.0,0.0,0.0
6935,card 7240,1,1.0,0.0,0.0
6934,card 724,51,51.0,0.0,0.0
6933,card 7239,1,1.0,0.0,0.0
6932,card 7238,2,2.0,0.0,0.0
6931,card 7237,1,1.0,0.0,0.0
6930,card 7236,1,1.0,0.0,0.0
6929,card 7235,1,1.0,0.0,0.0
6928,card 7234,1,1.0,0.0,0.0
6927,card 7233,1,1.0,0.0,0.0
6926,card 7232,1,1.0,0.0,0.0
6925,card 7231,1,1.0,0.0,0.0
6923,card 723,16,16.0,0.0,0.0
6908,card 7216,1,1.0,0.0,0.0
6922,card 7229,1,1.0,0.0,0.0
6921,card 7228,1,1.0,0.0,0.0
6919,card 7226,1,1.0,0.0,0.0
6918,card 7225,1,1.0,0.0,0.0
6917,card 7224,1,1.0,0.0,0.0
6916,card 7223,1,1.0,0.0,0.0
6915,card 7222,1,1.0,0.0,0.0
6914,card 7221,2,2.0,0.0,0.0
6913,card 7220,1,1.0,0.0,0.0
6912,card 722,12,12.0,0.0,0.0
6911,card 7219,1,1.0,0.0,0.0
6909,card 7217,1,1.0,0.0,0.0
6998,card 7298,1,1.0,0.0,0.0
6999,card 7299,1,1.0,0.0,0.0
7000,card 73,100,100.0,0.0,0.0
7001,card 730,32,32.0,0.0,0.0
7088,card 7379,1,1.0,0.0,0.0
7087,card 7378,1,1.0,0.0,0.0
7086,card 7377,1,1.0,0.0,0.0
7085,card 7376,1,1.0,0.0,0.0
7084,card 7375,1,1.0,0.0,0.0
7083,card 7374,1,1.0,0.0,0.0
7082,card 7373,1,1.0,0.0,0.0
7081,card 7372,1,1.0,0.0,0.0
7080,card 7371,1,1.0,0.0,0.0
7079,card 7370,1,1.0,0.0,0.0
7078,card 737,1,1.0,0.0,0.0
7077,card 7369,1,1.0,0.0,0.0
7076,card 7368,2,2.0,0.0,0.0
7075,card 7367,2,2.0,0.0,0.0
7074,card 7366,1,1.0,0.0,0.0
7073,card 7365,3,3.0,0.0,0.0
7072,card 7364,1,1.0,0.0,0.0
7071,card 7363,2,2.0,0.0,0.0
7070,card 7362,3,3.0,0.0,0.0
7069,card 7361,2,2.0,0.0,0.0
7068,card 7360,1,1.0,0.0,0.0
7067,card 736,59,59.0,0.0,0.0
7066,card 7359,1,1.0,0.0,0.0
7065,card 7358,1,1.0,0.0,0.0
7064,card 7357,2,2.0,0.0,0.0
7063,card 7356,1,1.0,0.0,0.0
7062,card 7355,1,1.0,0.0,0.0
7089,card 738,19,19.0,0.0,0.0
7090,card 7380,2,2.0,0.0,0.0
7091,card 7381,2,2.0,0.0,0.0
7107,card 7396,1,1.0,0.0,0.0
7120,card 7407,1,1.0,0.0,0.0
7119,card 7406,1,1.0,0.0,0.0
7118,card 7405,1,1.0,0.0,0.0
7117,card 7404,1,1.0,0.0,0.0
7116,card 7403,1,1.0,0.0,0.0
7115,card 7402,1,1.0,0.0,0.0
7114,card 7401,2,2.0,0.0,0.0
7113,card 7400,1,1.0,0.0,0.0
7111,card 74,95,95.0,0.0,0.0
7110,card 7399,1,1.0,0.0,0.0
7109,card 7398,1,1.0,0.0,0.0
7108,card 7397,1,1.0,0.0,0.0
7106,card 7395,1,1.0,0.0,0.0
7093,card 7383,1,1.0,0.0,0.0
7105,card 7394,1,1.0,0.0,0.0
7104,card 7393,1,1.0,0.0,0.0
7103,card 7392,1,1.0,0.0,0.0
7102,card 7391,1,1.0,0.0,0.0
7101,card 7390,1,1.0,0.0,0.0
7100,card 739,82,82.0,0.0,0.0
7099,card 7389,2,2.0,0.0,0.0
7098,card 7388,1,1.0,0.0,0.0
7097,card 7387,3,3.0,0.0,0.0
7096,card 7386,1,1.0,0.0,0.0
7095,card 7385,1,1.0,0.0,0.0
7094,card 7384,1,1.0,0.0,0.0
7061,card 7354,1,1.0,0.0,0.0
7060,card 7353,1,1.0,0.0,0.0
7059,card 7352,1,1.0,0.0,0.0
7015,card 7312,3,3.0,0.0,0.0
7027,card 7323,1,1.0,0.0,0.0
7026,card 7322,1,1.0,0.0,0.0
7025,card 7321,2,2.0,0.0,0.0
7024,card 7320,2,2.0,0.0,0.0
7023,card 732,15,15.0,0.0,0.0
7022,card 7319,2,2.0,0.0,0.0
7021,card 7318,1,1.0,0.0,0.0
7020,card 7317,1,1.0,0.0,0.0
7019,card 7316,1,1.0,0.0,0.0
7018,card 7315,1,1.0,0.0,0.0
7017,card 7314,1,1.0,0.0,0.0
7016,card 7313,1,1.0,0.0,0.0
7014,card 7311,2,2.0,0.0,0.0
7029,card 7325,1,1.0,0.0,0.0
7013,card 7310,1,1.0,0.0,0.0
7012,card 731,26,26.0,0.0,0.0
7011,card 7309,1,1.0,0.0,0.0
7010,card 7308,1,1.0,0.0,0.0
7009,card 7307,3,3.0,0.0,0.0
7008,card 7306,4,4.0,0.0,0.0
7007,card 7305,1,1.0,0.0,0.0
7006,card 7304,1,1.0,0.0,0.0
7005,card 7303,1,1.0,0.0,0.0
7004,card 7302,1,1.0,0.0,0.0
7003,card 7301,1,1.0,0.0,0.0
7002,card 7300,1,1.0,0.0,0.0
7028,card 7324,1,1.0,0.0,0.0
7030,card 7326,1,1.0,0.0,0.0
7058,card 7351,2,2.0,0.0,0.0
7045,card 734,137,137.0,0.0,0.0
7057,card 7350,1,1.0,0.0,0.0
7056,card 735,35,35.0,0.0,0.0
7055,card 7349,1,1.0,0.0,0.0
7054,card 7348,1,1.0,0.0,0.0
7053,card 7347,2,2.0,0.0,0.0
7052,card 7346,1,1.0,0.0,0.0
7051,card 7345,3,3.0,0.0,0.0
7050,card 7344,3,3.0,0.0,0.0
7049,card 7343,1,1.0,0.0,0.0
7048,card 7342,1,1.0,0.0,0.0
7047,card 7341,1,1.0,0.0,0.0
7046,card 7340,1,1.0,0.0,0.0
7044,card 7339,1,1.0,0.0,0.0
7031,card 7327,1,1.0,0.0,0.0
7043,card 7338,1,1.0,0.0,0.0
7042,card 7337,2,2.0,0.0,0.0
7041,card 7336,1,1.0,0.0,0.0
7040,card 7335,1,1.0,0.0,0.0
7039,card 7334,1,1.0,0.0,0.0
7038,card 7333,1,1.0,0.0,0.0
7037,card 7332,2,2.0,0.0,0.0
7036,card 7331,1,1.0,0.0,0.0
7035,card 7330,1,1.0,0.0,0.0
7034,card 733,202,202.0,0.0,0.0
7033,card 7329,1,1.0,0.0,0.0
7032,card 7328,2,2.0,0.0,0.0
7368,card 7630,1,1.0,0.0,0.0
7369,card 7631,1,1.0,0.0,0.0
7370,card 7632,1,1.0,0.0,0.0
7684,card 83,118,118.0,0.0,0.0
7713,card 856,39,39.0,0.0,0.0
7712,card 855,15,15.0,0.0,0.0
7711,card 854,32,32.0,0.0,0.0
7710,card 853,19,19.0,0.0,0.0
7709,card 852,45,45.0,0.0,0.0
7708,card 851,12,12.0,0.0,0.0
7706,card 85,38,38.0,0.0,0.0
7705,card 849,36,36.0,0.0,0.0
7704,card 848,13,13.0,0.0,0.0
7703,card 847,56,56.0,0.0,0.0
7702,card 846,16,16.0,0.0,0.0
7701,card 845,30,30.0,0.0,0.0
7700,card 844,14,14.0,0.0,0.0
7699,card 843,30,30.0,0.0,0.0
7698,card 842,17,17.0,0.0,0.0
7697,card 841,19,19.0,0.0,0.0
7696,card 840,14,14.0,0.0,0.0
7695,card 84,47,47.0,0.0,0.0
7694,card 839,37,37.0,0.0,0.0
7693,card 838,15,15.0,0.0,0.0
7692,card 837,26,26.0,0.0,0.0
7691,card 836,7,7.0,0.0,0.0
7690,card 835,38,38.0,0.0,0.0
7689,card 834,10,10.0,0.0,0.0
7688,card 833,18,18.0,0.0,0.0
7687,card 832,15,15.0,0.0,0.0
7686,card 831,18,18.0,0.0,0.0
7714,card 857,14,14.0,0.0,0.0
7715,card 858,14,14.0,0.0,0.0
7716,card 859,24,24.0,0.0,0.0
7732,card 873,40,40.0,0.0,0.0
7744,card 884,47,47.0,0.0,0.0
7743,card 883,6,6.0,0.0,0.0
7742,card 882,58,58.0,0.0,0.0
7741,card 881,8,8.0,0.0,0.0
7740,card 880,206,206.0,0.0,0.0
7739,card 88,6,6.0,0.0,0.0
7738,card 879,39,39.0,0.0,0.0
7737,card 878,7,7.0,0.0,0.0
7736,card 877,25,25.0,0.0,0.0
7735,card 876,10,10.0,0.0,0.0
7734,card 875,14,14.0,0.0,0.0
7733,card 874,54,54.0,0.0,0.0
7731,card 872,3,3.0,0.0,0.0
7717,card 86,105,105.0,0.0,0.0
7730,card 871,14,14.0,0.0,0.0
7729,card 870,72,72.0,0.0,0.0
7728,card 87,102,102.0,0.0,0.0
7727,card 869,9,9.0,0.0,0.0
7726,card 868,33,33.0,0.0,0.0
7724,card 866,32,32.0,0.0,0.0
7723,card 865,13,13.0,0.0,0.0
7722,card 864,12,12.0,0.0,0.0
7721,card 863,23,23.0,0.0,0.0
7720,card 862,14,14.0,0.0,0.0
7719,card 861,21,21.0,0.0,0.0
7718,card 860,4,4.0,0.0,0.0
7685,card 830,126,126.0,0.0,0.0
7683,card 829,83,83.0,0.0,0.0
7371,card 7633,1,1.0,0.0,0.0
7682,card 828,32,32.0,0.0,0.0
7650,card 8,172,172.0,0.0,0.0
7649,card 799,9,9.0,0.0,0.0
7648,card 798,1,1.0,0.0,0.0
7647,card 797,9,9.0,0.0,0.0
7646,card 796,37,37.0,0.0,0.0
7645,card 795,5,5.0,0.0,0.0
7644,card 794,57,57.0,0.0,0.0
7643,card 793,7,7.0,0.0,0.0
7642,card 792,26,26.0,0.0,0.0
7641,card 791,107,107.0,0.0,0.0
7640,card 790,4,4.0,0.0,0.0
7639,card 79,1,1.0,0.0,0.0
7638,card 789,26,26.0,0.0,0.0
7637,card 788,9,9.0,0.0,0.0
7636,card 7872,1,1.0,0.0,0.0
7635,card 7871,1,1.0,0.0,0.0
7634,card 7870,1,1.0,0.0,0.0
7633,card 787,4,4.0,0.0,0.0
7632,card 7869,1,1.0,0.0,0.0
7631,card 7868,1,1.0,0.0,0.0
7630,card 7867,1,1.0,0.0,0.0
7629,card 7866,1,1.0,0.0,0.0
7628,card 7865,1,1.0,0.0,0.0
7627,card 7864,1,1.0,0.0,0.0
7626,card 7863,1,1.0,0.0,0.0
7625,card 7862,1,1.0,0.0,0.0
7624,card 7861,1,1.0,0.0,0.0
7651,card 80,61,61.0,0.0,0.0
7652,card 800,8,8.0,0.0,0.0
7653,card 801,61,61.0,0.0,0.0
7668,card 815,68,68.0,0.0,0.0
7681,card 827,38,38.0,0.0,0.0
7680,card 826,110,110.0,0.0,0.0
7679,card 825,47,47.0,0.0,0.0
7678,card 824,54,54.0,0.0,0.0
7677,card 823,23,23.0,0.0,0.0
7676,card 822,97,97.0,0.0,0.0
7675,card 821,47,47.0,0.0,0.0
7674,card 820,11,11.0,0.0,0.0
7673,card 82,13,13.0,0.0,0.0
7672,card 819,15,15.0,0.0,0.0
7670,card 817,56,56.0,0.0,0.0
7669,card 816,13,13.0,0.0,0.0
7667,card 814,13,13.0,0.0,0.0
7654,card 802,21,21.0,0.0,0.0
7666,card 813,34,34.0,0.0,0.0
7665,card 812,90,90.0,0.0,0.0
7664,card 811,12,12.0,0.0,0.0
7663,card 810,6,6.0,0.0,0.0
7662,card 81,3,3.0,0.0,0.0
7661,card 809,69,69.0,0.0,0.0
7660,card 808,2,2.0,0.0,0.0
7659,card 807,25,25.0,0.0,0.0
7658,card 806,23,23.0,0.0,0.0
7657,card 805,7,7.0,0.0,0.0
7656,card 804,1,1.0,0.0,0.0
7655,card 803,22,22.0,0.0,0.0
7745,card 885,7,7.0,0.0,0.0
7746,card 886,19,19.0,0.0,0.0
7747,card 887,43,43.0,0.0,0.0
7748,card 888,1,1.0,0.0,0.0
7838,card 969,46,46.0,0.0,0.0
7837,card 968,14,14.0,0.0,0.0
7836,card 967,5,5.0,0.0,0.0
7835,card 966,27,27.0,0.0,0.0
7834,card 965,15,15.0,0.0,0.0
7833,card 964,18,18.0,0.0,0.0
7832,card 963,16,16.0,0.0,0.0
7831,card 962,8,8.0,0.0,0.0
7830,card 961,26,26.0,0.0,0.0
7829,card 960,41,41.0,0.0,0.0
7828,card 96,45,45.0,0.0,0.0
7827,card 959,20,20.0,0.0,0.0
7826,card 958,88,88.0,0.0,0.0
7825,card 957,25,25.0,0.0,0.0
7824,card 956,94,94.0,0.0,0.0
7823,card 955,20,20.0,0.0,0.0
7822,card 954,7,7.0,0.0,0.0
7821,card 953,10,10.0,0.0,0.0
7820,card 952,65,65.0,0.0,0.0
7819,card 951,6,6.0,0.0,0.0
7818,card 950,27,27.0,0.0,0.0
7817,card 95,62,62.0,0.0,0.0
7816,card 949,19,19.0,0.0,0.0
7815,card 948,4,4.0,0.0,0.0
7814,card 947,8,8.0,0.0,0.0
7813,card 946,8,8.0,0.0,0.0
7812,card 945,49,49.0,0.0,0.0
7839,card 97,24,24.0,0.0,0.0
7840,card 970,86,86.0,0.0,0.0
7841,card 971,30,30.0,0.0,0.0
7857,card 986,62,62.0,0.0,0.0
7869,card 997,82,82.0,0.0,0.0
7868,card 996,76,76.0,0.0,0.0
7867,card 995,26,26.0,0.0,0.0
7866,card 994,65,65.0,0.0,0.0
7865,card 993,9,9.0,0.0,0.0
7864,card 992,10,10.0,0.0,0.0
7863,card 991,30,30.0,0.0,0.0
7862,card 990,158,158.0,0.0,0.0
7861,card 99,8,8.0,0.0,0.0
7860,card 989,19,19.0,0.0,0.0
7859,card 988,4,4.0,0.0,0.0
7858,card 987,15,15.0,0.0,0.0
7856,card 985,16,16.0,0.0,0.0
7843,card 973,4,4.0,0.0,0.0
7855,card 984,70,70.0,0.0,0.0
7854,card 983,2,2.0,0.0,0.0
7853,card 982,4,4.0,0.0,0.0
7852,card 981,41,41.0,0.0,0.0
7851,card 980,105,105.0,0.0,0.0
7850,card 98,33,33.0,0.0,0.0
7849,card 979,12,12.0,0.0,0.0
7848,card 978,61,61.0,0.0,0.0
7847,card 977,2,2.0,0.0,0.0
7846,card 976,2,2.0,0.0,0.0
7845,card 975,15,15.0,0.0,0.0
7844,card 974,69,69.0,0.0,0.0
7811,card 944,17,17.0,0.0,0.0
7810,card 943,59,59.0,0.0,0.0
7809,card 942,112,112.0,0.0,0.0
7764,card 901,6,6.0,0.0,0.0
7776,card 912,42,42.0,0.0,0.0
7775,card 911,6,6.0,0.0,0.0
7774,card 910,116,116.0,0.0,0.0
7773,card 91,122,122.0,0.0,0.0
7772,card 909,4,4.0,0.0,0.0
7771,card 908,22,22.0,0.0,0.0
7770,card 907,14,14.0,0.0,0.0
7769,card 906,16,16.0,0.0,0.0
7768,card 905,10,10.0,0.0,0.0
7767,card 904,6,6.0,0.0,0.0
7766,card 903,10,10.0,0.0,0.0
7765,card 902,38,38.0,0.0,0.0
7762,card 90,96,96.0,0.0,0.0
7778,card 914,67,67.0,0.0,0.0
7761,card 9,104,104.0,0.0,0.0
7760,card 899,18,18.0,0.0,0.0
7759,card 898,14,14.0,0.0,0.0
7758,card 897,76,76.0,0.0,0.0
7757,card 896,12,12.0,0.0,0.0
7756,card 895,20,20.0,0.0,0.0
7754,card 893,6,6.0,0.0,0.0
7753,card 892,20,20.0,0.0,0.0
7752,card 891,8,8.0,0.0,0.0
7751,card 890,62,62.0,0.0,0.0
7750,card 89,13,13.0,0.0,0.0
7749,card 889,58,58.0,0.0,0.0
7777,card 913,1,1.0,0.0,0.0
7779,card 915,14,14.0,0.0,0.0
7808,card 941,19,19.0,0.0,0.0
7794,card 929,41,41.0,0.0,0.0
7807,card 940,34,34.0,0.0,0.0
7806,card 94,102,102.0,0.0,0.0
7805,card 939,17,17.0,0.0,0.0
7804,card 938,15,15.0,0.0,0.0
7803,card 937,22,22.0,0.0,0.0
7802,card 936,27,27.0,0.0,0.0
7801,card 935,52,52.0,0.0,0.0
7800,card 934,60,60.0,0.0,0.0
7799,card 933,30,30.0,0.0,0.0
7798,card 932,13,13.0,0.0,0.0
7797,card 931,40,40.0,0.0,0.0
7796,card 930,10,10.0,0.0,0.0
7793,card 928,88,88.0,0.0,0.0
7780,card 916,5,5.0,0.0,0.0
7792,card 927,13,13.0,0.0,0.0
7791,card 926,6,6.0,0.0,0.0
7790,card 925,102,102.0,0.0,0.0
7789,card 924,22,22.0,0.0,0.0
7788,card 923,7,7.0,0.0,0.0
7787,card 922,49,49.0,0.0,0.0
7786,card 921,41,41.0,0.0,0.0
7785,card 920,1,1.0,0.0,0.0
7784,card 92,18,18.0,0.0,0.0
7783,card 919,80,80.0,0.0,0.0
7782,card 918,8,8.0,0.0,0.0
7781,card 917,82,82.0,0.0,0.0
7623,card 7860,1,1.0,0.0,0.0
7622,card 786,70,70.0,0.0,0.0
7621,card 7859,1,1.0,0.0,0.0
7494,card 7744,1,1.0,0.0,0.0
7461,card 7714,1,1.0,0.0,0.0
7460,card 7713,2,2.0,0.0,0.0
7458,card 7711,1,1.0,0.0,0.0
7456,card 771,11,11.0,0.0,0.0
7455,card 7709,1,1.0,0.0,0.0
7454,card 7708,1,1.0,0.0,0.0
7453,card 7707,1,1.0,0.0,0.0
7452,card 7706,1,1.0,0.0,0.0
7451,card 7705,1,1.0,0.0,0.0
7450,card 7704,1,1.0,0.0,0.0
7449,card 7703,2,2.0,0.0,0.0
7448,card 7702,1,1.0,0.0,0.0
7447,card 7701,2,2.0,0.0,0.0
7446,card 7700,2,2.0,0.0,0.0
7445,card 770,36,36.0,0.0,0.0
7444,card 77,179,179.0,0.0,0.0
7443,card 7699,1,1.0,0.0,0.0
7442,card 7698,1,1.0,0.0,0.0
7441,card 7697,1,1.0,0.0,0.0
7440,card 7696,1,1.0,0.0,0.0
7439,card 7695,1,1.0,0.0,0.0
7438,card 7694,1,1.0,0.0,0.0
7437,card 7693,1,1.0,0.0,0.0
7436,card 7692,1,1.0,0.0,0.0
7435,card 7691,1,1.0,0.0,0.0
7434,card 7690,1,1.0,0.0,0.0
7433,card 769,56,56.0,0.0,0.0
